created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,retweet_count,favorite_count,entities,favorited,retweeted,possibly_sensitive,lang
Mon Feb 10 18:07:52 +0000 2014,432938986311397400,432938986311397376,Check out the Windows Community Showcase  free Windows themes created from fan submissions: http://t.co/6ot8HXeXEQ http://t.co/3J6oLWRrkd,<a href="http://www.sprinklr.com" rel="nofollow">Sprinklr</a>,false,,,,,,[object Object],,,,,82,94,[object Object],false,false,false,en

